PAU8,YAL068C
AIM32,YML050W
RSE1,YML049C
GSF2,YML048W
PRM6,YML047C
PRP39,YML046W
RRN11,YML043C
CAT2,YML042W
VPS71,YML041C
SUF7,tP(UGG)M
YMD8,YML038C
CGI121,YML036W
AMD1,YML035C
SRC1,YML034W
RAD52,YML032C
NDC1,YML031W
RCF1,YML030W
USA1,YML029W
TSA1,YML028W
YOX1,YML027W
RPS18B,YML026C
YML6,YML025C
RPS17A,YML024W
NSE5,YML023C
APT1,"YLR118C,YML022W"
UNG1,YML021C
OST6,YML019W
PSP2,YML017W
PPZ1,YML016C
TAF11,YML015C
TRM9,YML014W
UBX2,YML013W
ERV25,YML012W
RAD33,YML011C
SPT5,YML010W
MRPL39,YML009C
ERG6,YML008C
YAP1,YML007W
GIS4,YML006C
TRM12,YML005W
GLO1,YML004C
YPT7,YML001W
CDC5,YMR001C
MIX17,YMR002W
AIM34,YMR003W
MVP1,YMR004W
TAF4,YMR005W
PLB2,YMR006C
PLB1,YMR008C
ADI1,YMR009W
ANY1,YMR010W
HXT2,YMR011W
CLU1,YMR012W
SEC59,YMR013C
SNR78,snR78
SNR77,snR77
SNR76,snR76
SNR75,snR75
SNR74,snR74
SNR73,snR73
SNR72,snR72
BUD22,YMR014W
ERG5,YMR015C
SOK2,YMR016C
SPO20,YMR017W
PEX9,YMR018W
STB4,YMR019W
FMS1,YMR020W
MAC1,YMR021C
UBC7,YMR022W
MSS1,YMR023C
MRPL3,YMR024W
CSI1,YMR025W
PEX12,YMR026C
TAP42,YMR028W
FAR8,YMR029C
RSF1,YMR030W
EIS1,YMR031C
HOF1,YMR032W
ARP9,YMR033W
RCH1,YMR034C
IMP2,"YIL154C,YMR035W"
MIH1,YMR036C
MSN2,YMR037C
CCS1,"YMR038C,YOL081W"
SUB1,YMR039C
YET2,YMR040W
ARA2,YMR041C
ARG80,YMR042W
MCM1,YMR043W
IOC4,YMR044W
NUP116,YMR047C
CSM3,YMR048W
ERB1,YMR049C
FAR3,YMR052W
STB2,YMR053C
STV1,YMR054W
BUB2,YMR055C
AAC1,YMR056C
FET3,YMR058W
SEN15,YMR059W
SAM37,YMR060C
RNA14,YMR061W
ARG7,YMR062C
RIM9,YMR063W
AEP1,YMR064W
KAR5,YMR065W
SOV1,YMR066W
UBX4,YMR067C
AVO2,YMR068W
NAT4,YMR069W
MOT3,YMR070W
TVP18,YMR071C
ABF2,YMR072W
IRC21,YMR073C
SDD2,YMR074C
RCO1,YMR075W
PDS5,YMR076C
VPS20,YMR077C
CTF18,YMR078C
SEC14,YMR079W
NAM7,YMR080C
ISF1,YMR081C
ADH3,YMR083W
SEG1,YMR086W
VBA1,YMR088C
YTA12,YMR089C
NPL6,YMR091C
AIP1,YMR092C
UTP15,YMR093W
CTF13,YMR094W
SNO1,YMR095C
SNZ1,YMR096W
MTG1,YMR097C
ATP25,YMR098C
MUB1,YMR100W
SRT1,YMR101C
YPK2,YMR104C
PGM2,YMR105C
YKU80,YMR106C
SPG4,YMR107W
ILV2,YMR108W
MYO5,YMR109W
HFD1,YMR110C
MED11,YMR112C
FOL3,YMR113W
MGR3,YMR115W
SNR24,snR24
ASC1,YMR116C
SPC24,YMR117C
SHH3,YMR118C
ASI1,YMR119W
ADE17,YMR120C
RPL15B,YMR121C
PKR1,YMR123W
EPO1,YMR124W
STO1,YMR125W
DLT1,YMR126C
SAS2,YMR127C
ECM16,YMR128W
POM152,YMR129W
RRB1,YMR131C
JLP2,YMR132C
REC114,YMR133W
ERG29,YMR134W
GID8,YMR135C
GAT2,"YBL011W,YMR136W"
PSO2,YMR137C
CIN4,YMR138W
RIM11,YMR139W
SIP5,YMR140W
RPL13B,YMR142C
RPS16A,YMR143W
FDO1,YMR144W
NDE1,YMR145C
TIF34,YMR146C
OSW5,YMR148W
SWP1,YMR149W
YIM2,YMR151W
IMP1,YMR150C
YIM1,YMR152W
NUP53,YMR153W
RIM13,YMR154C
TPP1,YMR156C
AIM36,YMR157C
MRPS8,YMR158W
EMT4,tM(CAU)M
ATG16,YMR159C
HLJ1,YMR161W
DNF3,YMR162C
INP2,YMR163C
MSS11,YMR164C
PAH1,YMR165C
MME1,YMR166C
MLH1,YMR167W
CEP3,YMR168C
ALD3,YMR169C
ALD2,YMR170C
EAR1,YMR171C
HOT1,YMR172W
DDR48,YMR173W
PAI3,YMR174C
SIP18,YMR175W
ECM5,YMR176W
MMT1,YMR177W
SPT21,YMR179W
CTL1,YMR180C
RGM1,YMR182C
SNR83,snR83
SSO2,YMR183C
ADD37,YMR184W
RTP1,YMR185W
HSC82,YMR186W
MRPS17,YMR188C
GCV2,YMR189W
SGS1,YMR190C
SPG5,YMR191W
GYL1,YMR192W
MRPL24,YMR193W
RPL36A,YMR194W
SNR11,snR11
CMC4,YMR194C-B
ICY1,YMR195W
VTI1,YMR197C
CIK1,YMR198W
CLN1,YMR199W
ROT1,YMR200W
RAD14,YMR201C
RNA170,RNA170
ERG2,YMR202W
TOM40,YMR203W
INP1,YMR204C
PFK2,"YIL107C,YMR205C"
HFA1,YMR207C
ERG12,YMR208W
MGL2,YMR210W
DML1,YMR211W
EFR3,YMR212C
CEF1,YMR213W
SCJ1,YMR214W
GAS3,YMR215W
SKY1,YMR216C
GUA1,YMR217W
TRS130,YMR218C
ESC1,YMR219W
ERG8,YMR220W
FMP42,YMR221C
FSH2,YMR222C
UBP8,YMR223W
MRE11,YMR224C
MRPL44,YMR225C
TAF7,YMR227C
MTF1,YMR228W
RRP5,YMR229C
RPS10B,YMR230W
PEP5,YMR231W
FUS2,YMR232W
TRI1,YMR233W
RNH1,YMR234W
RNA1,YMR235C
TAF9,YMR236W
BCH1,YMR237W
DFG5,YMR238W
RNT1,YMR239C
CUS1,YMR240C
YHM2,YMR241W
RPL20A,YMR242C
ZRC1,YMR243C
COA6,YMR244C-A
FAA4,YMR246W
SNR86,snR86
RKR1,YMR247C
GAD1,YMR250W
GTO3,YMR251W
HOR7,YMR251W-A
GFD1,YMR255W
COX7,YMR256C
PET111,YMR257C
ROY1,YMR258C
TRM732,YMR259C
TIF11,YMR260C
TPS3,YMR261C
SAP30,YMR263W
CUE1,YMR264W
RSN1,YMR266W
PPA2,YMR267W
PRP24,YMR268C
TMA23,YMR269W
RRN9,YMR270C
URA10,YMR271C
CDC65,tQ(CUG)M
SCS7,YMR272C
ZDS1,YMR273C
RCE1,YMR274C
BUL1,YMR275C
DSK2,YMR276W
FCP1,YMR277W
PRM15,YMR278W
CAT8,YMR280C
GPI12,YMR281W
AEP2,YMR282C
RIT1,YMR283C
SUP8,tY(GUA)M2
YKU70,YMR284W
NGL2,YMR285C
MRPL33,YMR286W
DSS1,"YDR363W-A,YMR287C"
HSH155,YMR288W
ABZ2,YMR289W
HAS1,YMR290C
TDA1,YMR291W
GOT1,YMR292W
HER2,YMR293C
JNM1,YMR294W
LCB1,YMR296C
PRC1,YMR297W
LIP1,YMR298W
DYN3,YMR299C
ADE4,YMR300C
ATM1,YMR301C
YME2,YMR302C
ADH2,YMR303C
UBP15,YMR304W
SCW10,YMR305C
FKS3,YMR306W
GAS1,YMR307W
PSE1,YMR308C
NIP1,YMR309C
GLC8,YMR311C
ELP6,YMR312W
TGL3,YMR313C
PRE5,YMR314W
DIA1,YMR316W
ADH6,YMR318C
FET4,YMR319C
SNO4,YMR322C
ERR3,YMR323W
PAU19,YMR325W
YRF1-6,YNL339C
COS1,YNL336W
DDI3,YNL335W
SNO2,YNL334C
SNZ2,YNL333W
THI12,YNL332W
AAD14,YNL331C
RPD3,YNL330C
PEX6,YNL329C
MDJ2,YNL328C
EGT2,YNL327W
PFA3,YNL326C
FIG4,YNL325C
LEM3,YNL323W
KRE1,YNL322C
VNX1,YNL321W
HXT14,YNL318C
PFS2,YNL317W
PHA2,YNL316C
ATP11,YNL315C
DAL82,YNL314W
EMW1,YNL313C
RFA2,YNL312W
SKP2,YNL311C
ZIM17,YNL310C
STB1,YNL309W
KRI1,YNL308C
MCK1,YNL307C
MRPS18,YNL306W
BXI1,YNL305C
YPT11,YNL304W
RPS19B,YNL302C
RPL18B,YNL301C
TOS6,YNL300W
TRF5,YNL299W
CLA4,YNL298W
MON2,YNL297C
MRX6,YNL295W
RIM21,YNL294C
MSB3,YNL293W
PUS4,YNL292W
MID1,YNL291C
RFC3,YNL290W
PCL1,YNL289W
SNR40,snR40
CAF40,YNL288W
SEC21,YNL287W
CUS2,YNL286W
SUF6,tG(UCC)N
MRPL10,YNL284C
WSC2,YNL283C
POP3,YNL282W
HCH1,YNL281W
ERG24,YNL280C
PRM1,YNL279W
CAF120,YNL278W
MET2,YNL277W
BOR1,"YER052C,YNL275W"
GOR1,YNL274C
TOF1,YNL273W
SEC2,YNL272C
BNI1,YNL271C
ALP1,YNL270C
BSC4,YNL269W
LYP1,YNL268W
PIK1,YNL267W
IST1,YNL265C
PDR17,YNL264C
YIF1,YNL263C
POL2,YNL262W
ORC5,YNL261W
LTO1,YNL260C
ATX1,YNL259C
DSL1,YNL258C
SIP3,YNL257C
FOL1,YNL256W
GIS2,YNL255C
RTC4,YNL254C
TEX1,"YDL102W,YNL253W"
MRPL17,YNL252C
NRD1,YNL251C
RAD50,YNL250W
MPA43,YNL249C
RPA49,YNL248C
VPS75,YNL246W
CWC25,YNL245C
SUI1,YNL244C
SLA2,YNL243W
ATG2,YNL242W
ZWF1,YNL241C
NAR1,YNL240C
LAP3,YNL239W
KEX2,YNL238W
YTP1,YNL237W
SIN4,YNL236W
BNI4,YNL233W
CSL4,YNL232W
PDR16,YNL231C
ELA1,YNL230C
URE2,YNL229C
JJJ1,YNL227C
CNM67,YNL225C
SQS1,YNL224C
ATG4,YNL223W
SSU72,YNL222W
SNR19,snR19
POP1,YNL221C
ADE12,YNL220W
ALG9,YNL219C
MGS1,YNL218W
RAP1,YNL216W
IES2,YNL215W
PEX17,YNL214W
RRG9,YNL213C
VID27,YNL212W
MRX7,YNL211C
MER1,YNL210W
SSB2,YNL209W
RIO2,YNL207W
RTT106,YNL206C
SPS18,YNL204C
SPS19,YNL202W
PSY2,YNL201C
NNR1,YNL200C
GCR2,YNL199C
WHI3,YNL197C
SLZ1,YNL196C
CHS1,YNL192W
DUG3,YNL191W
SRP1,"YER011W,YNL189W"
KAR1,YNL188W
SWT21,YNL187W
UBP10,YNL186W
MRPL19,YNL185C
NPR1,YNL183C
IPI3,YNL182C
PBR1,"YLR342W,YNL181W"
RHO5,YNL180C
RPS3,YNL178W
MRPL22,YNL177C
TDA7,YNL176C
NOP13,YNL175C
MDG1,YNL173C
APC1,YNL172W
PSD1,YNL169C
FMP41,YNL168C
SKO1,YNL167C
BNI5,YNL166C
IBD2,YNL164C
RIA1,YNL163C
RPL42A,YNL162W
CBK1,YNL161W
YGP1,YNL160W
ASI2,YNL159C
PGA1,YNL158W
IGO1,YNL157W
NSG2,YNL156C
CUZ1,YNL155W
YCK2,YNL154C
GIM3,YNL153C
INN1,YNL152W
RPC31,YNL151C
PGA2,YNL149C
ALF1,YNL148C
LSM7,YNL147W
MFA2,YNL145W
MEP2,YNL142W
AAH1,YNL141W
THO2,YNL139C
YSF3,YNL138W-A
SRV2,YNL138W
NAM9,YNL137C
EAF7,YNL136W
FPR1,YNL135C
FYV6,YNL133C
KRE33,YNL132W
TOM22,YNL131W
CPT1,YNL130C
DGR1,YNL130C-A
NRK1,"YHR102W,YNL129W"
TEP1,YNL128W
FAR11,YNL127W
SPC98,YNL126W
ESBP6,YNL125C
NAF1,YNL124W
NMA111,YNL123W
TOM70,YNL121C
NCS2,YNL119W
DCP2,YNL118C
MLS1,YNL117W
DMA2,YNL116W
RPC19,YNL113W
DBP2,YNL112W
CYB5,YNL111C
NOP15,YNL110C
YAF9,YNL107W
RRT16,YNL105W
INP52,YNL106C
LEU4,YNL104C
MET4,YNL103W
POL1,YNL102W
AVT4,YNL101W
MIC27,YNL100W
OCA1,YNL099C
RAS2,YNL098C
PHO23,YNL097C
RPS7B,YNL096C
APP1,YNL094W
YPT53,YNL093W
NST1,YNL091W
RHO2,YNL090W
TOP2,YNL088W
TCB2,YNL087W
SNN1,YNL086W
MKT1,YNL085W
END3,YNL084C
SAL1,YNL083W
PMS1,YNL082W
SWS2,YNL081C
EOS1,YNL080C
TPM1,YNL079C
NIS1,YNL078W
APJ1,YNL077W
MKS1,YNL076W
IMP4,YNL075W
MLF3,YNL074C
MSK1,YNL073W
RNH201,YNL072W
LAT1,YNL071W
TOM7,YNL070W
RPL16B,YNL069C
FKH2,YNL068C
RPL9B,YNL067W
SUN4,YNL066W
AQR1,YNL065W
YDJ1,YNL064C
MTQ1,YNL063W
GCD10,YNL062C
NOP2,YNL061W
ARP5,YNL059C
OCA2,YNL056W
POR1,YNL055C
VAC7,YNL054W
MSG5,YNL053W
COX5A,YNL052W
COG5,YNL051W
SFB2,YNL049C
ALG11,YNL048W
SLM2,"YLR320W,YNL047C"
LAP2,YNL045W
YIP3,YNL044W
BOP3,YNL042W
COG6,YNL041C
BDP1,YNL039W
GPI15,YNL038W
IDH1,YNL037C
NCE103,YNL036W
SIW14,YNL032W
HHT2,YNL031C
HHF2,YNL030W
KTR5,YNL029C
CRZ1,YNL027W
SAM50,YNL026W
SSN8,YNL025C
NME1,NME1
SNR66,snR66
KSH1,YNL024C-A
EFM6,YNL024C
FAP1,YNL023C
RCM1,YNL022C
HDA1,YNL021W
ARK1,YNL020C
PUB1,YNL016W
PBI2,YNL015W
HEF3,YNL014W
SPO1,YNL012W
IDP3,YNL009W
ASI3,YNL008C
SIS1,YNL007C
LST8,YNL006W
MRP7,YNL005C
HRB1,YNL004W
PET8,YNL003C
RLP7,YNL002C
DOM34,YNL001W
CIT1,YNR001C
SUF10,tP(AGG)N
ATO2,YNR002C
RPC34,YNR003C
SWM2,YNR004W
VPS27,YNR006W
ATG3,YNR007C
LRO1,YNR008W
NRM1,YNR009W
CSE2,YNR010W
PRP2,YNR011C
URK1,YNR012W
PHO91,YNR013C
SMM1,"YER125W,YNR015W"
ACC1,YNR016C
TIM23,YNR017W
RCF2,YNR018W
ARE2,YNR019W
ATP23,YNR020C
MRPL50,YNR022C
SNF12,YNR023W
MPP6,YNR024W
SEC12,YNR026C
BUD17,YNR027W
CPR8,YNR028W
ALG12,YNR030W
SSK2,YNR031C
PPG1,YNR032W
HUB1,YNR032C-A
ABZ1,YNR033W
SOL1,YNR034W
EGO4,YNR034W-A
ARC35,YNR035C
MRPS12,YNR036C
RSM19,YNR037C
DBP6,YNR038W
ZRG17,YNR039C
COQ2,YNR041C
MVD1,YNR043W
AGA1,YNR044W
PET494,YNR045W
TRM112,YNR046W
FPK1,YNR047W
MSO1,YNR049C
LYS9,YNR050C
SNR49,snR49
BRE5,YNR051C
POP2,YNR052C
SNR191,snR191
NOG2,YNR053C
ESF2,YNR054C
HOL1,YNR055C
BIO5,YNR056C
BIO4,YNR057C
BIO3,YNR058W
MNT4,YNR059W
FRE4,YNR060W
DSE4,YNR067C
BSC5,YNR069C
PDR18,YNR070W
HXT17,YNR072W
MAN2,YNR073C
AIF1,YNR074C
COS10,YNR075W
PAU6,YNR076W
AAD15,YOL165C
BDS1,YOL164W
PAU20,YOL161C
CSS3,YOL159C
ENB1,YOL158C
IMA2,YOL157C
HXT11,YOL156W
HPF1,YOL155C
ZPS1,YOL154W
FRE7,YOL152W
GRE2,YOL151W
DCP1,YOL149W
SPT20,YOL148C
PEX11,YOL147C
PSF3,YOL146W
CTR9,YOL145C
NOP8,YOL144W
RIB4,YOL143C
RRP40,YOL142W
PPM2,YOL141W
ARG8,YOL140W
CDC33,YOL139C
RTC1,YOL138C
BSC6,YOL137W
PFK27,YOL136C
MED7,YOL135C
HRT1,YOL133W
GAS4,YOL132W
ALR1,YOL130W
VPS68,YOL129W
YGK3,YOL128C
RPL25,YOL127W
MDH2,YOL126C
TRM13,YOL125W
TRM11,YOL124C
HRP1,YOL123W
SMF1,YOL122C
RPS19A,YOL121C
RPL18A,YOL120C
MCH4,YOL119C
RRI2,YOL117W
MSN1,YOL116W
PAP2,YOL115W
PTH4,YOL114C
SKM1,YOL113W
MSB4,YOL112W
MDY2,YOL111C
SHR5,YOL110W
ZEO1,YOL109W
SUF1,tG(UCC)O
INO4,YOL108C
WSC3,YOL105C
NDJ1,YOL104C
ITR2,YOL103W
TPT1,YOL102C
IZH4,YOL101C
PKH2,YOL100W
SDD3,YOL098C
SNR58,snR58
WRS1,YOL097C
COQ3,YOL096C
HMI1,YOL095C
RFC4,YOL094C
TRM10,YOL093W
YPQ1,YOL092W
SPO21,YOL091W
MSH2,YOL090W
HAL9,YOL089C
MPD2,YOL088C
DUF1,YOL087C
MHF1,YOL086W-A
ADH1,YOL086C
PHM7,YOL084W
ATG34,YOL083W
ATG19,YOL082W
IRA2,YOL081W
REX4,YOL080C
AVO1,YOL078W
ATP19,YOL077W-A
BRX1,YOL077C
MDM20,YOL076W
DSC2,YOL073C
THP1,YOL072W
SDH5,YOL071W
NBA1,YOL070C
NUF2,YOL069W
HST1,YOL068C
RTG1,YOL067C
RIB2,YOL066C
INP54,YOL065C
MET22,YOL064C
CRT10,YOL063C
APM4,YOL062C
PRS5,YOL061W
MAM3,YOL060C
GPD2,YOL059W
ARG1,YOL058W
GPM3,YOL056W
THI20,YOL055C
PSH1,YOL054W
AIM39,YOL053W
DDR2,YOL052C-A
SPE2,YOL052C
SNR81,snR81
GAL11,YOL051W
GSH2,YOL049W
RRT8,YOL048C
LDS2,YOL047C
PSK2,YOL045W
PEX15,YOL044W
NTG2,YOL043C
NGL1,YOL042W
NOP12,YOL041C
RPS15,YOL040C
RPP2A,YOL039W
PRE6,YOL038W
SNR50,snR50
SMC5,YOL034W
MSE1,YOL033W
OPI10,YOL032W
SIL1,YOL031C
GAS5,YOL030W
YAP7,YOL028C
MDM38,YOL027C
MIM1,YOL026C
LAG2,YOL025W
IFM1,YOL023W
TSR4,YOL022C
SUF17,tG(GCC)O2
DIS3,YOL021C
TAT2,YOL020W
SUP3,tY(GUA)O
TLG2,YOL018C
ESC8,YOL017W
CMK2,YOL016C
IRC10,YOL015W
HRD1,YOL013C
HTZ1,YOL012C
PLB3,YOL011W
RCL1,YOL010W
MDM12,YOL009C
COQ10,YOL008W
CSI2,YOL007C
TOP1,YOL006C
RPB11,YOL005C
SIN3,YOL004W
PFA4,YOL003C
IZH2,YOL002C
PHO80,YOL001W
RRP6,YOR001W
ALG6,YOR002W
YSP3,YOR003W
UTP23,YOR004W
DNL4,YOR005C
TSR3,YOR006C
SGT2,YOR007C
SLG1,YOR008C
TIR4,YOR009W
TIR2,YOR010C
AUS1,YOR011W
IRC11,YOR013W
RTS1,YOR014W
ERP4,YOR016C
PET127,YOR017W
ROD1,YOR018W
HSP10,YOR020C
SFM1,YOR021C
DDL1,YOR022C
AHC1,YOR023C
HST3,YOR025W
BUB3,YOR026W
STI1,YOR027W
CIN5,YOR028C
DFG16,YOR030W
HMS1,YOR032C
EXO1,YOR033C
AKR2,YOR034C
SHE4,YOR035C
PEP12,YOR036W
CYC2,YOR037W
HIR2,YOR038C
CKB2,YOR039W
GLO4,YOR040W
SNR9,snR9
CUE5,YOR042W
SNR62,snR62
WHI2,YOR043W
IRC23,YOR044W
TOM6,YOR045W
DBP5,YOR046C
STD1,YOR047C
RAT1,YOR048C
RSB1,YOR049C
ETT1,YOR051C
TMC1,YOR052C
VHS3,YOR054C
NOB1,YOR056C
SGT1,YOR057W
ASE1,YOR058C
LPL1,YOR059C
SLD7,YOR060C
CKA2,YOR061W
RPL3,YOR063W
YNG1,YOR064C
CYT1,YOR065W
MSA1,YOR066W
ALG8,YOR067C
VPS5,YOR069W
VAM10,YOR068C
GYP1,YOR070C
NRT1,YOR071C
SUF11,tP(UGG)O2
SGO1,YOR073W
CDC21,YOR074C
UFE1,YOR075W
SKI7,YOR076C
RTS2,YOR077W
BUD21,YOR078W
ATX2,YOR079C
DIA2,YOR080W
TGL5,YOR081C
WHI5,YOR083W
LPX1,YOR084W
OST3,YOR085W
TCB1,YOR086C
YVC1,YOR087W
VPS21,YOR089C
PTC5,YOR090C
TMA46,YOR091W
ECM3,YOR092W
CMR2,YOR093C
ARF3,YOR094W
RKI1,YOR095C
RPS7A,YOR096W
NUP1,YOR098C
KTR1,YOR099W
CRC1,YOR100C
RAS1,YOR101W
OST2,YOR103C
PIN2,YOR104W
VAM3,YOR106W
RGS2,YOR107W
LEU9,YOR108W
INP53,YOR109W
TFC7,"YNL039W,YOR110W"
CEX1,YOR112W
AZF1,YOR113W
TRS33,YOR115C
RPO31,YOR116C
RPT5,YOR117W
RTC5,YOR118W
RIO1,YOR119C
GCY1,YOR120W
PFY1,YOR122C
LEO1,YOR123C
UBP2,YOR124C
CAT5,YOR125C
IAH1,YOR126C
RGA1,YOR127W
ADE2,YOR128C
AFI1,YOR129C
ORT1,YOR130C
VPS17,YOR132W
EFT1,YOR133W
BAG7,YOR134W
IDH2,YOR136W
IRC14,YOR135C
SIA1,YOR137C
RUP1,YOR138C
SFL1,YOR140W
ARP8,YOR141C
LSC1,YOR142W
SUF5,tG(CCC)O
THI80,YOR143C
ELG1,YOR144C
PNO1,YOR145C
MDM32,YOR147W
SPP2,YOR148C
SMP3,YOR149C
MRPL23,YOR150W
RPB2,YOR151C
ATG40,YOR152C
PDR5,YOR153W
SLP1,"YLR396C,YOR154W"
ISN1,YOR155C
NFI1,YOR156C
PUP1,YOR157C
PET123,YOR158W
SME1,"YJL106W,YOR159C"
MTR10,YOR160W
PNS1,YOR161C
YRR1,YOR162C
DDP1,YOR163W
GET4,YOR164C
SEY1,YOR165W
SWT1,YOR166C
RPS28A,YOR167C
GLN4,YOR168W
LCB4,YOR171C
YRM1,YOR172W
DCS2,YOR173W
MED4,YOR174W
ALE1,YOR175C
HEM15,YOR176W
MPC54,YOR177C
GAC1,YOR178C
SYC1,YOR179C
DCI1,YOR180C
LAS17,YOR181W
RPS30B,YOR182C
FYV12,YOR183W
SER1,YOR184W
SNR36,snR36
GSP2,YOR185C
TUF1,"YNL216W,YOR187W"
MSB1,YOR188W
IES4,YOR189W
SPR1,YOR190W
ULS1,YOR191W
THI72,YOR192C
IMT1,tM(CAU)O1
PEX27,YOR193W
TOA1,YOR194C
SLK19,YOR195W
LIP5,YOR196C
MCA1,YOR197W
BFR1,YOR198C
MRM1,YOR201C
HIS3,YOR202W
DED1,YOR204W
GEP3,YOR205C
NOC2,YOR206W
RET1,"YDL145C,YOR207C"
PTP2,YOR208W
NPT1,YOR209C
RPB10,YOR210W
MGM1,YOR211C
STE4,YOR212W
SAS5,YOR213C
SPR2,YOR214C
AIM41,YOR215C
RUD3,YOR216C
RFC1,YOR217W
STE13,YOR219C
RCN2,YOR220W
MCT1,YOR221C
ODC2,YOR222W
SNR35,snR35
DSC3,YOR223W
RPB8,YOR224C
ISU2,YOR226C
HER1,YOR227W
MCP1,YOR228C
WTM2,YOR229W
WTM1,YOR230W
MKK1,YOR231W
MGE1,YOR232W
KIN4,YOR233W
RPL33B,YOR234C
IRC13,YOR235W
SNR17A,snR17a
DFR1,YOR236W
HES1,YOR237W
ABP140,YOR239W
MET7,YOR241W
SSP2,YOR242C
PUS7,YOR243C
ESA1,YOR244W
DGA1,YOR245C
ENV9,YOR246C
SRL1,YOR247W
APC5,YOR249C
CLP1,YOR250C
TUM1,YOR251C
TMA16,YOR252W
NAT5,YOR253W
SEC63,YOR254C
OSW1,YOR255W
TRE2,YOR256C
CDC31,YOR257W
HNT3,YOR258W
RPT4,YOR259C
GCD1,YOR260W
RPN8,YOR261C
GPN2,YOR262W
DSE3,YOR264W
RBL2,YOR265W
PNT1,YOR266W
HRK1,YOR267C
PAC1,YOR269W
VPH1,YOR270C
FSF1,YOR271C
SNR8,snR8
YTM1,YOR272W
TPO4,YOR273C
MOD5,YOR274W
RIM20,YOR275C
CAF20,YOR276W
SNR31,snR31
SNR5,snR5
HEM4,YOR278W
RFM1,YOR279C
FSH3,YOR280C
PLP2,YOR281C
HUA2,YOR284W
RDL1,YOR285W
RDL2,YOR286W
RRP36,YOR287C
MPD1,YOR288C
SNF2,YOR290C
YPK9,YOR291W
RPS10A,YOR293W
RRS1,"YDR341C,YOR294W"
UAF30,YOR295W
TIM18,YOR297C
MUM3,YOR298W
MBF1,YOR298C-A
BUD7,YOR299W
RAX1,YOR301W
CPA1,YOR303W
ISW2,YOR304W
BIL1,YOR304C-A
RRG7,YOR305W
MCH5,YOR306C
SLY41,YOR307C
SNU66,YOR308C
NOP58,YOR310C
DGK1,YOR311C
RPL20B,YOR312C
SPS4,YOR313C
SFG1,YOR315W
COT1,YOR316C
FAA1,YOR317W
HSH49,YOR319W
GNT1,YOR320C
PMT3,YOR321W
LDB19,YOR322C
PRO2,YOR323C
FRT1,YOR324C
MYO2,YOR326W
SNC2,YOR327C
PDR10,YOR328W
SCD5,YOR329C
MIP1,YOR330C
VMA4,YOR332W
MRS2,YOR334W
ALA1,YOR335C
KRE5,YOR336W
TEA1,YOR337W
UBC11,YOR339C
RPA43,YOR340C
RPA190,YOR341W
EMT2,tM(CAU)O2
TYE7,YOR344C
REV1,YOR346W
PYK2,YOR347C
PUT4,YOR348C
CIN1,YOR349W
MNE1,YOR350C
MEK1,YOR351C
TFB6,YOR352W
SOG2,YOR353C
MSC6,YOR354C
GDS1,YOR355W
CIR2,YOR356W
SNX3,YOR357C
HAP5,YOR358W
VTS1,YOR359W
PDE2,YOR360C
PRT1,YOR361C
PRE10,YOR362C
PIP2,YOR363C
SCP1,YOR367W
RAD17,YOR368W
RPS12,YOR369C
MRS6,YOR370C
GPB1,YOR371C
NDD1,YOR372C
NUD1,"YKR056W,YOR373W"
ALD4,YOR374W
GDH1,YOR375C
ATF1,YOR377W
AMF1,YOR378W
RDR1,YOR380W
FRE3,YOR381W
FIT2,YOR382W
FIT3,YOR383C
FRE5,YOR384W
PHR1,YOR386W
FDH1,YOR388C
FEX1,YOR390W
HSP33,YOR391C
ERR1,YOR393W
PAU21,YOR394W
YRF1-8,YOR396W
YRF1-7,YPL283C
PAU22,YPL282C
ERR2,YPL281C
HSP32,YPL280W
FEX2,YPL279C
FDH2,"YPL275W,YPL276W"
SAM3,YPL274W
SAM4,YPL273W
PBI1,YPL272C
ATP15,YPL271W
MDL2,YPL270W
KAR9,YPL269W
PLC1,YPL268W
ACM1,YPL267W
DIM1,"YOR035C,YPL266W"
DIP5,YPL265W
KEL3,YPL263C
FUM1,YPL262W
CUB1,YPL260W
APM1,YPL259C
THI21,YPL258C
CLN2,YPL256C
BBP1,YPL255W
HFI1,YPL254W
VIK1,YPL253C
YAH1,YPL252C
ATG41,YPL250C
RPL36B,YPL249C-A
GYP5,YPL249C
GAL4,YPL248C
RBD2,YPL246C
HUT1,YPL244C
SRP68,YPL243W
IQG1,YPL242C
CIN2,YPL241C
HSP82,YPL240C
YAR1,YPL239W
SUI3,YPL237W
ENV7,YPL236C
RVB2,YPL235W
VMA11,YPL234C
NSL1,YPL233W
SSO1,YPL232W
FAS2,YPL231W
USV1,YPL230W
CET1,YPL228W
ALG5,YPL227C
NEW1,YPL226W
MMT2,YPL224C
GRE1,YPL223C
FMP40,YPL222W
FLC1,YPL221W
RPL1A,YPL220W
PCL8,YPL219W
SAR1,YPL218W
BMS1,YPL217C
CBP3,YPL215W
THI6,YPL214C
LEA1,YPL213W
PUS1,YPL212C
NIP7,YPL211W
SRP72,YPL210C
IPL1,YPL209C
RKM1,YPL208W
TYW1,YPL207W
PGC1,YPL206C
HRR25,YPL204W
TPK2,YPL203W
AFT2,YPL202C
YIG1,YPL201C
CSM4,YPL200W
RPL7B,YPL198W
SNR59,snR59
OXR1,YPL196W
APL5,YPL195W
DDC1,YPL194W
RSA1,YPL193W
PRM3,YPL192C
